word,borrowing,age_oldest,age_youngest,age_oldest_num,age_youngest_num,word,phonology,phonlength,AoA,subtlexzipf,conc,cat,nounornot,verbornot,adjornot,advornot,pronounornot,functionornot,numberornot,pagel_rate
police,1,1540,1540,460,460,police,p@lis,5,5.05,5.5,4.79,Noun,1,0,0,0,0,0,0,#N/A
brackish,1,1538,1538,462,462,brackish,br{kIS,6,15.23,2.19,#N/A,Adjective,0,0,1,0,0,0,0,#N/A
headband,1,1535,1535,465,465,headband,hEdb{nd,7,6.33,3.03,5,Noun,1,0,0,0,0,0,0,#N/A
imitate,1,1534,1534,466,466,imitate,ImIt1t,6,9.2,3.07,2.66,Verb,0,1,0,0,0,0,0,#N/A
battery,1,1531,1531,469,469,battery,b{t@rI,6,5.58,3.87,4.67,Noun,1,0,0,0,0,0,0,#N/A
dirty,1,1530,1530,470,470,dirty,d3tI,4,4.55,4.57,4.23,Adjective,0,0,1,0,0,0,0,9.27
whirlpool,1,1530,1530,470,470,whirlpool,w3lpul,6,8.95,2.91,4.64,Noun,1,0,0,0,0,0,0,#N/A
relative,1,1530,1530,470,470,relative,rEl@tIv,7,6.47,4.07,2.97,Noun,1,0,0,0,0,0,0,#N/A
chest,1,1530,1530,470,470,chest,JEst,4,5.05,4.48,4.93,Noun,1,0,0,0,0,0,0,#N/A
disappear,1,1530,1530,470,470,disappear,dIs@p7R,7,5.37,4.21,2.86,Verb,0,1,0,0,0,0,0,#N/A
beautiful,1,1526,1526,474,474,beautiful,bjut@fUl,8,5.72,5.42,2.16,Adjective,0,0,1,0,0,0,0,#N/A
sorcerer,1,1526,1526,474,474,sorcerer,s$s@r@R,7,11.37,3.01,4.47,Noun,1,0,0,0,0,0,0,#N/A
anxiety,1,1525,1525,475,475,anxiety,{Nz2@tI,7,8.17,3.9,2.21,Noun,1,0,0,0,0,0,0,#N/A
wagon,1,1523,1523,477,477,wagon,w{g@n,5,5.22,3.73,4.89,Noun,1,0,0,0,0,0,0,#N/A
fragrant,1,1520,1520,480,480,fragrant,fr1gr@nt,8,9.58,3.35,3.35,Adjective,0,0,1,0,0,0,0,#N/A
match,1,1519,1519,481,481,match,m{J,3,5.72,5.12,4.14,Noun,1,0,0,0,0,0,0,#N/A
explain,1,1513,1513,487,487,explain,Ikspl1n,7,6.5,4.83,1.97,Verb,0,1,0,0,0,0,0,#N/A
suspect,1,1500,1500,500,500,suspect,s@spEkt,7,8.58,4.56,2.59,Noun,1,0,0,0,0,0,0,#N/A
trunk,1,1490,1490,510,510,trunk,trVNk,5,8.3,3.93,4.71,Noun,1,0,0,0,0,0,0,#N/A
brave,1,1485,1485,515,515,brave,br1v,4,6,4.64,2.26,Adjective,0,0,1,0,0,0,0,#N/A
announce,1,1483,1483,517,517,announce,@n6ns,5,9.48,4.09,3.31,Verb,0,1,0,0,0,0,0,#N/A
luck,1,1481,1481,519,519,luck,lVk,3,6.53,5.25,1.33,Noun,1,0,0,0,0,0,0,#N/A
obscure,1,1475,1475,525,525,obscure,@bskj9R,7,11.87,4.19,2,Adjective,0,0,1,0,0,0,0,#N/A
surrender,1,1466,1466,534,534,surrender,s@rEnd@R,8,7.61,3.76,2.63,Verb,0,1,0,0,0,0,0,#N/A
fork,1,1463,1463,537,537,fork,f$k,3,3.63,3.97,4.9,Noun,1,0,0,0,0,0,0,#N/A
remains,1,1456,1456,544,544,remains,rIm1nz,6,7.87,4.66,3.46,Verb,0,1,0,0,0,0,0,#N/A
parent,1,1450,1450,550,550,parent,p8r@nt,6,4.22,4.21,4.56,Noun,1,0,0,0,0,0,0,#N/A
orphan,1,1450,1450,550,550,orphan,$fH,3,6.94,3.33,4.04,Noun,1,0,0,0,0,0,0,#N/A
motor,1,1447,1447,553,553,motor,m5t@R,5,7.42,4.25,4.84,Noun,1,0,0,0,0,0,0,#N/A
pile,1,1440,1440,560,560,pile,p2l,3,5.79,4.23,4.56,Noun,1,0,0,0,0,0,0,#N/A
brick,1,1440,1440,560,560,brick,brIk,4,6.43,4.18,4.83,Noun,1,0,0,0,0,0,0,#N/A
mushroom,1,1440,1440,560,560,mushroom,mVSrUm,6,6.44,3.87,4.83,Noun,1,0,0,0,0,0,0,#N/A
stay,1,1440,1440,560,560,stay,st1,3,4.22,5.39,2.15,Verb,0,1,0,0,0,0,0,#N/A
mix,1,1440,1440,560,560,mix,mIks,4,5.11,4.7,3.82,Verb,0,1,0,0,0,0,0,#N/A
bracelet,1,1438,1438,562,562,bracelet,br1slIt,7,5.68,3.79,4.96,Noun,1,0,0,0,0,0,0,#N/A
fine,1,1435,1435,565,565,fine,f2n,3,7.44,5.44,2.61,Adjective,0,0,1,0,0,0,0,#N/A
pardon,1,1433,1433,567,567,pardon,p#dH,4,7.83,4.14,2.24,Noun,1,0,0,0,0,0,0,#N/A
separate,1,1432,1450,568,550,separate,sEp@r1t,7,6.63,4.63,3.25,Adjective,0,0,1,0,0,0,0,#N/A
prevent,1,1432,1450,568,550,prevent,prIvEnt,7,8.6,4.35,2.34,Verb,0,1,0,0,0,0,0,#N/A
spine,1,1430,1430,570,570,spine,sp2n,4,7.35,3.91,4.88,Noun,1,0,0,0,0,0,0,#N/A
idea,1,1430,1430,570,570,idea,2d7,3,5.95,5.56,1.61,Noun,1,0,0,0,0,0,0,#N/A
pocket,1,1430,1430,570,570,pocket,pQkIt,5,4.74,4.63,4.68,Noun,1,0,0,0,0,0,0,#N/A
guard,1,1426,1426,574,574,guard,g#d,3,6.25,4.33,4.04,Noun,1,0,0,0,0,0,0,#N/A
millet,1,1425,1425,575,575,millet,mIlIt,5,14.08,2.47,3.88,Noun,1,0,0,0,0,0,0,#N/A
testicles,1,1425,1425,575,575,testicles,tEstIkPz,8,11.6,3.32,4.59,Noun,1,0,0,0,0,0,0,#N/A
mosque,1,1425,1425,575,575,mosque,mQsk,4,14.12,3.81,4.54,Noun,1,0,0,0,0,0,0,#N/A
porpoise,1,1425,1425,575,575,porpoise,p$p@s,5,8.94,2.63,#N/A,Noun,1,0,0,0,0,0,0,#N/A
clan,1,1425,1425,575,575,clan,kl{n,4,11.05,3.65,3.46,Noun,1,0,0,0,0,0,0,#N/A
petrol,1,1425,1425,575,575,petrol,pEtr@l,6,12.28,4.24,4.29,Noun,1,0,0,0,0,0,0,#N/A
grandmother,1,1424,1424,576,576,grandmother,gr{nmVD@R,9,3.67,4.33,4.65,Noun,1,0,0,0,0,0,0,#N/A
grandfather,1,1424,1424,576,576,grandfather,gr{ndf#D@R,10,4.39,4.46,4.86,Noun,1,0,0,0,0,0,0,#N/A
peel,1,1424,1424,576,576,peel,pil,3,6.05,4.03,4.61,Verb,0,1,0,0,0,0,0,#N/A
retreat,1,1422,1422,578,578,retreat,rItrit,6,10.53,3.9,3.03,Noun,1,0,0,0,0,0,0,#N/A
vomit,1,1422,1422,578,578,vomit,vQmIt,5,5.68,3.46,4.75,Verb,0,1,0,0,0,0,0,5.02
bill,1,1420,1420,580,580,bill,bIl,3,6.42,5.09,4.68,Noun,1,0,0,0,0,0,0,#N/A
raft,1,1420,1420,580,580,raft,r#ft,4,7.35,3.6,5,Noun,1,0,0,0,0,0,0,#N/A
admit,1,1413,1413,587,587,admit,@dmIt,5,7.56,4.48,2.32,Verb,0,1,0,0,0,0,0,#N/A
immediately,1,1412,1420,588,580,immediately,Imidj@tlI,9,6.77,4.64,2.3,Adverb,0,0,0,1,0,0,0,#N/A
screw,1,1404,1404,596,596,screw,skru,4,6.65,4.06,4.81,Verb,0,1,0,0,0,0,0,#N/A
orange,1,1400,1400,600,600,orange,QrIn_,5,3.26,4.64,4.66,Adjective,0,0,1,0,0,0,0,#N/A
pill,1,1400,1400,600,600,pill,pIl,3,6.06,3.81,4.72,Noun,1,0,0,0,0,0,0,#N/A
armpit,1,1400,1400,600,600,armpit,#mpIt,5,6,2.99,4.8,Noun,1,0,0,0,0,0,0,#N/A
lemon,1,1400,1400,600,600,lemon,lEm@n,5,4.74,4.46,5,Noun,1,0,0,0,0,0,0,#N/A
plaintiff,1,1400,1400,600,600,plaintiff,pl1ntIf,7,12.33,2.04,3.9,Noun,1,0,0,0,0,0,0,#N/A
rape,1,1400,1400,600,600,rape,r1p,3,10.74,4.04,3.61,Noun,1,0,0,0,0,0,0,#N/A
reindeer,1,1400,1400,600,600,reindeer,r1nd7R,6,3.58,3.59,4.7,Noun,1,0,0,0,0,0,0,#N/A
family,1,1400,1400,600,600,family,f{m@lI,6,3.38,5.68,4.23,Noun,1,0,0,0,0,0,0,#N/A
sausage,1,1400,1400,600,600,sausage,sQsI_,5,6.05,4.23,4.88,Noun,1,0,0,0,0,0,0,#N/A
promise,1,1400,1400,600,600,promise,prQmIs,6,5.67,4.79,2.09,Verb,0,1,0,0,0,0,0,#N/A
calm,1,1400,1400,600,600,calm,k#m,3,6.26,4.72,2.83,Verb,0,1,0,0,0,0,0,#N/A
secret,1,1399,1399,601,601,secret,sikrIt,6,5.39,4.93,2.19,Noun,1,0,0,0,0,0,0,#N/A
artery,1,1398,1398,602,602,artery,#t@rI,5,13.06,3.49,4.48,Noun,1,0,0,0,0,0,0,#N/A
demon,1,1398,1398,602,602,demon,dim@n,5,7.16,3.53,3.32,Noun,1,0,0,0,0,0,0,#N/A
plait,1,1398,1398,602,602,plait,pl{t,4,13,3.18,#N/A,Noun,1,0,0,0,0,0,0,#N/A
crush,1,1398,1398,602,602,crush,krVS,4,7.58,3.92,3.9,Noun,1,0,0,0,0,0,0,#N/A
cure,1,1398,1398,602,602,cure,kj9R,4,9.58,4.14,2.41,Noun,1,0,0,0,0,0,0,#N/A
animal,1,1398,1398,602,602,animal,{nImP,5,2.89,4.93,4.61,Noun,1,0,0,0,0,0,0,3.4
perjury,1,1393,1393,607,607,perjury,p3_@rI,6,12.78,3.04,2.22,Noun,1,0,0,0,0,0,0,#N/A
reef,1,1390,1390,610,610,reef,rif,3,9.72,3.79,4.7,Noun,1,0,0,0,0,0,0,#N/A
stallion,1,1388,1388,612,612,stallion,st{lj@n,7,9.42,3.24,4.72,Noun,1,0,0,0,0,0,0,#N/A
scar,1,1388,1388,612,612,scar,sk#R,4,5.68,3.6,4.74,Noun,1,0,0,0,0,0,0,#N/A
jealous,1,1387,1387,613,613,jealous,_El@s,5,7.42,4.12,2.17,Adjective,0,0,1,0,0,0,0,#N/A
doctor,1,1387,1387,613,613,doctor,dQkt@R,6,4.6,5.02,4.69,Noun,1,0,0,0,0,0,0,#N/A
magic,1,1387,1395,613,605,magic,m{_Ik,5,5.52,4.83,2.9,Noun,1,0,0,0,0,0,0,#N/A
arch,1,1387,1387,613,613,arch,#J,2,8.26,3.88,4.59,Noun,1,0,0,0,0,0,0,#N/A
shelf,1,1386,1386,614,614,shelf,SElf,4,5.5,4.02,4.96,Noun,1,0,0,0,0,0,0,#N/A
cape,1,1386,1386,614,614,cape,k1p,3,6.9,3.95,4.77,Noun,1,0,0,0,0,0,0,#N/A
army,1,1386,1386,614,614,army,#mI,3,7.15,4.91,4.7,Noun,1,0,0,0,0,0,0,#N/A
coin,1,1386,1386,614,614,coin,k4n,3,4.17,4.05,4.89,Noun,1,0,0,0,0,0,0,#N/A
village,1,1386,1386,614,614,village,vIlI_,5,7.84,4.92,4.89,Noun,1,0,0,0,0,0,0,#N/A
embrace,1,1386,1386,614,614,embrace,Imbr1s,6,7.05,3.89,3.38,Verb,0,1,0,0,0,0,0,#N/A
bay,1,1385,1385,615,615,bay,b1,2,8.67,4.55,4.81,Noun,1,0,0,0,0,0,0,#N/A
reply,1,1385,1385,615,615,reply,rIpl2,5,7.74,3.98,2.96,Noun,1,0,0,0,0,0,0,#N/A
flame,1,1384,1384,616,616,flame,fl1m,4,6.25,4.05,4.67,Noun,1,0,0,0,0,0,0,#N/A
flute,1,1384,1384,616,616,flute,flut,4,8.47,3.48,5,Noun,1,0,0,0,0,0,0,#N/A
scissors,1,1384,1384,616,616,scissors,sIz@z,5,4.5,3.92,4.85,Noun,1,0,0,0,0,0,0,#N/A
male,1,1382,1382,618,618,male,m1l,3,5.63,4.66,4.45,Adjective,0,0,1,0,0,0,0,#N/A
female,1,1382,1382,618,618,female,fim1l,5,5.89,4.67,4.57,Adjective,0,0,1,0,0,0,0,#N/A
jaw,1,1382,1382,618,618,jaw,_$,2,5.33,3.88,4.87,Noun,1,0,0,0,0,0,0,#N/A
pupil,1,1382,1382,618,618,pupil,pjupP,5,8.06,3.93,4.55,Noun,1,0,0,0,0,0,0,#N/A
ornament,1,1382,1382,618,618,ornament,$n@mEnt,7,6.1,3.26,4.04,Noun,1,0,0,0,0,0,0,#N/A
necessity,1,1382,1382,618,618,necessity,nIsEs@tI,8,9.53,3.58,2.08,Noun,1,0,0,0,0,0,0,#N/A
crime,1,1382,1382,618,618,crime,kr2m,4,7.67,4.9,3.03,Noun,1,0,0,0,0,0,0,#N/A
mistake,1,1382,1382,618,618,mistake,mIst1k,6,5.78,4.79,1.97,Noun,1,0,0,0,0,0,0,#N/A
car,1,1382,1382,618,618,car,k#R,3,3.37,5.44,4.89,Noun,1,0,0,0,0,0,0,#N/A
chisel,1,1382,1382,618,618,chisel,JIzP,4,10.53,3.09,4.63,Verb,0,1,0,0,0,0,0,#N/A
scale,1,1381,1381,619,619,scale,sk1l,4,8.85,4.72,4.39,Noun,1,0,0,0,0,0,0,#N/A
eagle,1,1380,1380,620,620,eagle,igP,3,5.83,4.11,5,Noun,1,0,0,0,0,0,0,#N/A
battle-axe,1,1380,1380,620,620,battleaxe,b{tP{ks,7,#N/A,#N/A,#N/A,Noun,1,0,0,0,0,0,0,#N/A
glue,1,1380,1380,620,620,glue,glu,3,4.67,4.15,4.65,Noun,1,0,0,0,0,0,0,#N/A
convict,1,1380,1380,620,620,convict,k@nvIkt,7,11,3.21,4.11,Verb,0,1,0,0,0,0,0,#N/A
happy,1,1377,1377,623,623,happy,h{pI,4,2.72,5.56,2.56,Adjective,0,0,1,0,0,0,0,#N/A
lizard,1,1377,1377,623,623,lizard,lIz@d,5,5.42,3.73,4.68,Noun,1,0,0,0,0,0,0,#N/A
plot,1,1377,1377,623,623,plot,plQt,4,8.65,4.38,3.14,Noun,1,0,0,0,0,0,0,#N/A
divorce,1,1377,1377,623,623,divorce,dIv$s,5,8.9,4.02,3.25,Noun,1,0,0,0,0,0,0,#N/A
brush,1,1377,1377,623,623,brush,brVS,4,3.78,4.29,4.54,Verb,0,1,0,0,0,0,0,#N/A
trade,1,1375,1375,625,625,trade,tr1d,4,6.42,4.83,3.08,Noun,1,0,0,0,0,0,0,#N/A
president,1,1375,1375,625,625,president,prEzId@nt,9,6.89,5.02,4.4,Noun,1,0,0,0,0,0,0,#N/A
stranger,1,1375,1375,625,625,stranger,str1n_@R,8,4.53,4.07,3.76,Noun,1,0,0,0,0,0,0,#N/A
intention,1,1375,1375,625,625,intention,IntEnSH,7,9.42,4.13,1.7,Noun,1,0,0,0,0,0,0,#N/A
remain,1,1375,1375,625,625,remain,rIm1n,5,8.17,4.66,1.96,Verb,0,1,0,0,0,0,0,#N/A
preserve,1,1375,1375,625,625,preserve,prIz3v,6,9.63,3.99,2.57,Verb,0,1,0,0,0,0,0,#N/A
roll,1,1375,1375,625,625,roll,r5l,3,4.47,4.86,4.16,Verb,0,1,0,0,0,0,0,#N/A
vulture,1,1374,1374,626,626,vulture,vVlJ@R,6,8.89,3.2,4.73,Noun,1,0,0,0,0,0,0,#N/A
quarrel,1,1374,1374,626,626,quarrel,kwQr@l,6,8.32,3,3.32,Noun,1,0,0,0,0,0,0,#N/A
approach,1,1374,1374,626,626,approach,@pr5J,5,8.5,4.71,2.74,Noun,1,0,0,0,0,0,0,#N/A
captive,1,1374,1374,626,626,captive,k{ptIv,6,9.44,3.4,3.03,Noun,1,0,0,0,0,0,0,#N/A
autumn,1,1374,1374,626,626,autumn,$t@m,4,6,4.41,3.27,Noun,1,0,0,0,0,0,0,#N/A
divide,1,1374,1374,626,626,divide,dIv2d,5,7.16,4.05,2.86,Verb,0,1,0,0,0,0,0,#N/A
defeat,1,1374,1374,626,626,defeat,dIfit,5,8.74,4.48,2.96,Verb,0,1,0,0,0,0,0,#N/A
adultery,1,1366,1366,634,634,adultery,@dVlt@rI,8,11.84,3.06,2.79,Noun,1,0,0,0,0,0,0,#N/A
squirrel,1,1366,1366,634,634,squirrel,skIr@l,6,4.44,3.94,4.89,Noun,1,0,0,0,0,0,0,#N/A
fur,1,1366,1366,634,634,fur,f3R,3,5.22,4.03,4.69,Noun,1,0,0,0,0,0,0,#N/A
pitchfork,1,1364,1364,636,636,pitchfork,pIJf$k,6,6.89,2.55,5,Noun,1,0,0,0,0,0,0,#N/A
famine,1,1362,1362,638,638,famine,f{mIn,5,10,3.62,3.55,Noun,1,0,0,0,0,0,0,#N/A
sure,1,1350,1350,650,650,sure,S$R,3,4.85,5.8,1.73,Adjective,0,0,1,0,0,0,0,#N/A
victory,1,1350,1350,650,650,victory,vIkt@rI,7,7.53,4.72,2.55,Noun,1,0,0,0,0,0,0,#N/A
fortress,1,1350,1350,650,650,fortress,f$trIs,6,10.05,3.48,4.8,Noun,1,0,0,0,0,0,0,#N/A
pestle,1,1350,1350,650,650,pestle,pEsP,4,13,3,#N/A,Noun,1,0,0,0,0,0,0,#N/A
dolphin,1,1350,1350,650,650,dolphin,dQlfIn,6,6.05,3.77,4.96,Noun,1,0,0,0,0,0,0,#N/A
grain,1,1350,1350,650,650,grain,gr1n,4,7.44,3.97,4.8,Noun,1,0,0,0,0,0,0,#N/A
trumpet,1,1350,1350,650,650,trumpet,trVmpIt,7,6.28,3.82,4.86,Noun,1,0,0,0,0,0,0,#N/A
prisoner,1,1350,1350,650,650,prisoner,prIzH@R,7,8,4.08,4.11,Noun,1,0,0,0,0,0,0,#N/A
quail,1,1350,1350,650,650,quail,kw1l,4,9.72,3.48,4.65,Noun,1,0,0,0,0,0,0,#N/A
refuse,1,1350,1350,650,650,refuse,rIfjuz,6,9.33,4.02,3.04,Verb,0,1,0,0,0,0,0,#N/A
finish,1,1350,1350,650,650,finish,fInIS,5,6.32,5.06,2.89,Verb,0,1,0,0,0,0,0,#N/A
regret,1,1350,1350,650,650,regret,rIgrEt,6,9.61,4.26,1.8,Verb,0,1,0,0,0,0,0,#N/A
carpet,1,1345,1345,655,655,carpet,k#pIt,5,6.05,4.25,4.96,Noun,1,0,0,0,0,0,0,#N/A
paper,1,1341,1342,659,658,paper,p1p@R,5,4,4.94,4.93,Noun,1,0,0,0,0,0,0,#N/A
innocent,1,1340,1340,660,660,innocent,In@sHt,6,5.95,4.3,1.54,Adjective,0,0,1,0,0,0,0,#N/A
strain,1,1340,1340,660,660,strain,str1n,5,8.63,4,3,Noun,1,0,0,0,0,0,0,#N/A
grease,1,1340,1340,660,660,grease,griz,4,7.33,3.68,4.61,Noun,1,0,0,0,0,0,0,#N/A
button,1,1340,1340,660,660,button,bVtH,4,4.78,4.46,4.96,Noun,1,0,0,0,0,0,0,#N/A
chameleon,1,1340,1340,660,660,chameleon,k@milj@n,8,10.18,3.35,4.68,Noun,1,0,0,0,0,0,0,#N/A
season,1,1340,1370,660,630,season,sizH,4,6.05,5.1,3.32,Noun,1,0,0,0,0,0,0,#N/A
measure,1,1340,1340,660,660,measure,mEZ@R,5,7.53,4.48,3.59,Verb,0,1,0,0,0,0,0,#N/A
latch,1,1331,1331,669,669,latch,l{J,3,8,3.15,4.79,Noun,1,0,0,0,0,0,0,#N/A
fence,1,1330,1330,670,670,fence,fEns,4,6.28,4.31,4.82,Noun,1,0,0,0,0,0,0,#N/A
chimney,1,1330,1330,670,670,chimney,JImnI,5,6.58,3.9,5,Noun,1,0,0,0,0,0,0,#N/A
mirror,1,1330,1330,670,670,mirror,mIr@R,5,4.89,4.45,4.97,Noun,1,0,0,0,0,0,0,#N/A
ambush,1,1330,1330,670,670,ambush,{mbUS,5,9.3,3.37,3.16,Noun,1,0,0,0,0,0,0,#N/A
disease,1,1330,1330,670,670,disease,dIziz,5,7.55,4.49,3.45,Noun,1,0,0,0,0,0,0,#N/A
train,1,1330,1330,670,670,train,tr1n,4,4,4.98,4.79,Noun,1,0,0,0,0,0,0,#N/A
remember,1,1330,1330,670,670,remember,rImEmb@R,8,5.63,5.52,2.41,Verb,0,1,0,0,0,0,0,#N/A
sock,1,1327,1327,673,673,sock,sQk,3,2.94,3.77,4.91,Noun,1,0,0,0,0,0,0,#N/A
plain,1,1325,1325,675,675,plain,pl1n,4,7.37,4.36,2.26,Adjective,0,0,1,0,0,0,0,#N/A
boot,1,1325,1325,675,675,boot,but,3,3.89,4.43,4.96,Noun,1,0,0,0,0,0,0,#N/A
age,1,1325,1325,675,675,age,1_,2,4.38,5.18,2.86,Noun,1,0,0,0,0,0,0,#N/A
corpse,1,1325,1325,675,675,corpse,k$ps,4,10,3.41,4.89,Noun,1,0,0,0,0,0,0,#N/A
grief,1,1325,1325,675,675,grief,grif,4,8.39,4.07,2.7,Noun,1,0,0,0,0,0,0,#N/A
nurse,1,1325,1325,675,675,nurse,n3s,3,5.84,4.5,4.39,Noun,1,0,0,0,0,0,0,#N/A
carpenter,1,1325,1325,675,675,carpenter,k#p@nt@R,8,7.39,3.61,4.41,Noun,1,0,0,0,0,0,0,#N/A
music,1,1325,1325,675,675,music,mjuzIk,6,3.81,5.35,4.31,Noun,1,0,0,0,0,0,0,#N/A
money,1,1325,1325,675,675,money,mVnI,4,5.11,5.84,4.54,Noun,1,0,0,0,0,0,0,#N/A
count,1,1325,1325,675,675,count,k6nt,4,2.61,4.71,3,Verb,0,1,0,0,0,0,0,4.07
pointed,1,1325,1325,675,675,pointed,p4ntId,6,#N/A,4.14,3.57,Verb,0,1,0,0,0,0,0,#N/A
obey,1,1325,1325,675,675,obey,@b1,3,5.44,3.52,2.67,Verb,0,1,0,0,0,0,0,#N/A
cormorant,1,1320,1320,680,680,cormorant,k$m@r@nt,8,14.22,2.58,#N/A,Noun,1,0,0,0,0,0,0,#N/A
fairy,1,1320,1320,680,680,fairy,f8rI,4,5.17,4.16,4.11,Noun,1,0,0,0,0,0,0,#N/A
flat,1,1320,1320,680,680,flat,fl{t,4,5.68,4.99,4.07,Noun,1,0,0,0,0,0,0,#N/A
carry,1,1320,1320,680,680,carry,k{rI,4,5.16,4.95,4.04,Verb,0,1,0,0,0,0,0,#N/A
cause,1,1315,1315,685,685,cause,k$z,3,5.84,4.83,2.43,Noun,1,0,0,0,0,0,0,#N/A
tablet,1,1315,1315,685,685,tablet,t{blIt,6,6.83,3.54,4.82,Noun,1,0,0,0,0,0,0,#N/A
allow,1,1315,1315,685,685,allow,@l6,3,5.32,4.76,2.41,Verb,0,1,0,0,0,0,0,#N/A
defendant,1,1314,1314,686,686,defendant,dIfEnd@nt,9,11.42,3.48,3.8,Noun,1,0,0,0,0,0,0,#N/A
citizen,1,1314,1314,686,686,citizen,sItIzH,6,7.74,3.89,4.43,Noun,1,0,0,0,0,0,0,#N/A
chase,1,1314,1314,686,686,chase,J1s,3,5.53,4.31,3.48,Noun,1,0,0,0,0,0,0,#N/A
defend,1,1314,1314,686,686,defend,dIfEnd,6,8.16,4.35,2.31,Verb,0,1,0,0,0,0,0,#N/A
because,1,1305,1305,695,695,because,bIkQz,5,4.44,6.22,1.22,Conjunction,0,0,0,0,0,1,0,7.11
vine,1,1303,1303,697,697,vine,v2n,3,6.95,3.6,4.86,Noun,1,0,0,0,0,0,0,#N/A
gourd,1,1303,1303,697,697,gourd,g9d,3,10.65,2.75,4.86,Noun,1,0,0,0,0,0,0,#N/A
judge,1,1303,1303,697,697,judge,_V_,3,8.85,4.69,3.75,Noun,1,0,0,0,0,0,0,#N/A
heron,1,1302,1302,698,698,heron,hEr@n,5,10.35,3.25,4.38,Noun,1,0,0,0,0,0,0,#N/A
faithful,1,1300,1300,700,700,faithful,f1TfUl,6,8.42,3.82,2.2,Adjective,0,0,1,0,0,0,0,#N/A
quiet,1,1300,1300,700,700,quiet,kw2@t,5,4.15,4.86,2.76,Adjective,0,0,1,0,0,0,0,#N/A
blue,1,1300,1300,700,700,blue,blu,3,3.53,5.16,3.76,Adjective,0,0,1,0,0,0,0,#N/A
mute,1,1300,1300,700,700,mute,mjut,4,9.84,3.16,3.24,Adjective,0,0,1,0,0,0,0,#N/A
same,1,1300,1300,700,700,same,s1m,3,5.62,5.65,2.64,Determiner,0,0,0,0,0,1,0,#N/A
skirt,1,1300,1300,700,700,skirt,sk3t,4,5.67,3.81,4.82,Noun,1,0,0,0,0,0,0,#N/A
people,1,1300,1300,700,700,people,pipP,4,3.52,6.35,4.82,Noun,1,0,0,0,0,0,0,#N/A
garden,1,1300,1300,700,700,garden,g#dH,4,5.33,5.28,4.73,Noun,1,0,0,0,0,0,0,#N/A
statue,1,1300,1300,700,700,statue,st{Ju,5,7.55,4.02,4.93,Noun,1,0,0,0,0,0,0,#N/A
forest,1,1300,1300,700,700,forest,fQrIst,6,6.28,4.67,4.76,Noun,1,0,0,0,0,0,0,#N/A
branch,1,1300,1300,700,700,branch,br#nJ,5,5.11,4.1,4.9,Noun,1,0,0,0,0,0,0,#N/A
debt,1,1300,1300,700,700,debt,dEt,3,10.44,4.79,2.72,Noun,1,0,0,0,0,0,0,#N/A
chain,1,1300,1300,700,700,chain,J1n,3,5.22,4.49,4.55,Noun,1,0,0,0,0,0,0,#N/A
chair,1,1300,1300,700,700,chair,J8R,3,3.43,4.66,4.58,Noun,1,0,0,0,0,0,0,#N/A
press,1,1300,1300,700,700,press,prEs,4,6.4,4.89,3.9,Noun,1,0,0,0,0,0,0,#N/A
voice,1,1300,1300,700,700,voice,v4s,3,4.83,4.89,4.13,Noun,1,0,0,0,0,0,0,#N/A
elephant,1,1300,1300,700,700,elephant,ElIf@nt,7,4.8,4.34,5,Noun,1,0,0,0,0,0,0,#N/A
sacrifice,1,1300,1300,700,700,sacrifice,s{krIf2s,8,9.61,4.03,2.8,Noun,1,0,0,0,0,0,0,#N/A
sledge,1,1300,1300,700,700,sledge,slE_,4,10.06,3.3,4.11,Noun,1,0,0,0,0,0,0,#N/A
rock,1,1300,1300,700,700,rock,rQk,3,3.22,5.01,4.91,Noun,1,0,0,0,0,0,0,#N/A
ointment,1,1300,1300,700,700,ointment,4ntm@nt,7,7.9,2.96,4.5,Noun,1,0,0,0,0,0,0,#N/A
battle,1,1300,1300,700,700,battle,b{tP,4,6.95,4.94,4,Noun,1,0,0,0,0,0,0,#N/A
mattress,1,1300,1300,700,700,mattress,m{trIs,6,5.1,3.44,5,Noun,1,0,0,0,0,0,0,#N/A
collar,1,1300,1300,700,700,collar,kQl@R,5,6.56,3.98,4.64,Noun,1,0,0,0,0,0,0,#N/A
stomach,1,1300,1300,700,700,stomach,stVm@k,6,5.26,4.28,4.89,Noun,1,0,0,0,0,0,0,#N/A
command,1,1300,1300,700,700,command,k@m#nd,6,8.67,4.25,2.48,Noun,1,0,0,0,0,0,0,#N/A
cousin,1,1300,1300,700,700,cousin,kVzH,4,4.95,4.26,3.7,Noun,1,0,0,0,0,0,0,#N/A
square,1,1300,1300,700,700,square,skw8R,5,4.11,4.78,4.33,Noun,1,0,0,0,0,0,0,#N/A
towel,1,1300,1300,700,700,towel,t6@l,4,3.22,3.87,4.86,Noun,1,0,0,0,0,0,0,#N/A
blanket,1,1300,1300,700,700,blanket,bl{NkIt,7,3.61,3.93,5,Noun,1,0,0,0,0,0,0,#N/A
cotton,1,1300,1300,700,700,cotton,kQtH,4,6,4.1,4.97,Noun,1,0,0,0,0,0,0,#N/A
number,1,1300,1300,700,700,number,nVmb@R,6,3.94,5.56,3.3,Noun,1,0,0,0,0,0,0,#N/A
pain,1,1300,1300,700,700,pain,p1n,3,4.26,4.85,3.5,Noun,1,0,0,0,0,0,0,#N/A
