word,borrowing,phonology,phonlength,AoA,AoA_obj,subtlexzipf,conc,cat,source,source.language,source.word,source.language.mean.word.length,source.language.word.freq,source.word.length,age_oldest,age_youngest,age_oldest_num,age_youngest_num,age,effect,ids.code,modern.english,middle.english,old.english,old.english.length,morph_code
next,5,nEkst,5,4.35,2,5.89,2.56,Number,None,English,NA,3.450980392,0.095324755,5,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,,,,,NA,M
under,5,Vnd@R,5,5.89,2,5.6,3.45,Preposition,None,English,NA,3.450980392,0.095324755,5,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,12-070,under,under,under(neo‘Ÿan),11,M
through,5,Tru,3,5.82,2,5.94,2.9,Preposition,None,English,NA,3.450980392,0.390831496,3,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,,,,,NA,Z
behind,5,bIh2nd,6,4.9,2,5.42,3.48,Preposition,None,English,NA,3.450980392,0.009532476,6,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,12-011,behind,behinde-n,í_fter,5,R
near,5,n7R,3,5.41,2,5.08,2.79,Preposition,None,English,NA,3.450980392,0.390831496,3,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,12-430,near,neigh,ne’‹ah,4,M
nothing,5,nVTIN,5,5.21,2,5.64,2.21,Pronoun,None,English,NA,3.450980392,0.095324755,5,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,13-000,nothing,,ní_’‹nig,5,C
who,5,hu,2,3.81,2,6.32,1.74,Pronoun,None,English,NA,3.450980392,0.142987133,2,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,17-680,who?,who,hwa’‹,3,M
beget,5,bIgEt,5,14.2,13,2.17,2.25,Verb,None,English,NA,3.450980392,0.095324755,5,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,4-710,beget,biyeten,gestri’‹enan,10,C
build,5,bIld,4,4.45,2,5.07,3.71,Verb,None,English,NA,3.450980392,0.324104167,4,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,9-440,build,bilden,timbri’‹an,8,M
threaten,5,TrEtH,5,8.95,6,3.77,2.63,Verb,None,English,NA,3.450980392,0.095324755,5,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,18-440,threaten,threten,‘Ÿre’‹at(n)ian,9,C
shine,5,S2n,3,5.79,2,4.34,3.85,Verb,None,English,NA,3.450980392,0.390831496,3,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,15-560,shine,shinen,sci’‹nan,6,M
weep,5,wip,3,8.5,4,3.4,4.54,Verb,None,English,NA,3.450980392,0.390831496,3,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,16-370,cry,wepen,we’‹pan,5,M
bake,5,b1k,3,5.5,2,4.22,4.21,Verb,None,English,NA,3.450980392,0.390831496,3,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,5-240,bake,baken,bacan,5,M
dribble,5,drIbP,5,6.5,6,3.18,3.83,Verb,None,English,NA,3.450980392,0.095324755,5,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,4-591,dribble,drevelen,dreflian,8,M
plough,5,pl6,3,7.11,8,3.64,3.88,Verb,None,English,NA,3.450980392,0.390831496,3,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,8-210,plow,eren,erian,5,Z
write,5,r2t,3,4.89,2,4.89,4.22,Verb,None,English,NA,3.450980392,0.390831496,3,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,18-510,write,writen,wri’‹tan,6,M
become,5,bIkVm,5,5.85,4,5.28,1.54,Verb,None,English,NA,3.450980392,0.095324755,5,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,,,,,NA,R
wipe,5,w2p,3,4.83,2,4,4,Verb,None,English,NA,3.450980392,0.390831496,3,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,9-310,wipe,gnodden,,NA,M
listen,5,lIsH,4,5.4,2,5.25,3.47,Verb,None,English,NA,3.450980392,0.324104167,4,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,15-420,listen,listenen,hlosnian,8,Z
follow,5,fQl5,4,5.11,2,4.96,3.26,Verb,None,English,NA,3.450980392,0.324104167,4,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,10-520,follow,folwen,folgian,7,M
yawn,5,j$n,3,5.3,2,3.26,4.46,Verb,None,English,NA,3.450980392,0.390831496,3,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,4-520,yawn,yenen,gi’‹nan,5,M
send,5,sEnd,4,5.68,2,4.95,2.7,Verb,None,English,NA,3.450980392,0.324104167,4,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,10-630,send,senden,sendan,6,M
whisper,5,wIsp@R,6,4.26,4,3.67,4.34,Verb,None,English,NA,3.450980392,0.009532476,6,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,18-150,whisper,whisperen,hwisprian,9,R
wake,5,w1k,3,5.63,2,4.64,3.11,Verb,None,English,NA,3.450980392,0.390831496,3,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,4-630,wake,wecchen,weccan,6,M
wash,5,wQS,3,4,2,4.54,4.35,Verb,None,English,NA,3.450980392,0.390831496,3,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,9-360,wash,washen,‘Ÿwe’‹an,5,Z
see,5,si,2,3.06,2,6.34,3.21,Verb,None,English,NA,3.450980392,0.142987133,2,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,15-510,see,sen,se’‹on,4,M
float,5,fl5t,4,5.39,2,3.96,4.07,Verb,None,English,NA,3.450980392,0.324104167,4,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,10-340,float,fleten,fle’‹otan,7,M
hate,5,h1t,3,5.53,2,4.81,1.97,Verb,None,English,NA,3.450980392,0.390831496,3,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,16-410,hate,hetien,hati(g)an,7,M
lose,5,luz,3,5.78,4,5.11,2.25,Verb,None,English,NA,3.450980392,0.390831496,3,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,11-330,lose,lesen,losian,6,M
saw,5,s$,2,5.36,2,5.4,4.46,Verb,None,English,NA,3.450980392,0.142987133,2,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,9-480,saw,sau-e,sagu,4,Z
lock,5,lQk,3,5.74,2,4.42,4.65,Verb,None,English,NA,3.450980392,0.390831496,3,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,7-230,lock,lok,loc,3,Z
bathe,5,b1D,3,5,2,3.11,4.19,Verb,None,English,NA,3.450980392,0.390831496,3,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,4-690,bathe,bathen,a’‹wascan,7,Z
spin,5,spIn,4,5,2,4.41,3.9,Verb,None,English,NA,3.450980392,0.324104167,4,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,6-310,spin,spinnen,spinnan,7,M
open,5,5p@n,4,5,2,5.41,3.21,Verb,None,English,NA,3.450980392,0.324104167,4,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,12-240,open,openen,openian,7,M
spit,5,spIt,4,5.06,4,3.86,4.71,Verb,None,English,NA,3.450980392,0.324104167,4,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,4-560,spit,speten,spí_’‹tan,6,M
burn,5,b3n,3,4.72,2,4.4,4.11,Verb,None,English,NA,3.450980392,0.390831496,3,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,1-852,burn,brennen,bí_rnan,6,M
swallow,5,swQl5,5,5.17,2,3.89,3.89,Verb,None,English,NA,3.450980392,0.095324755,5,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,5-181,swallow,swolwen,swelgan,7,M
buy,5,b2,2,5.56,2,5.37,3.35,Verb,None,English,NA,3.450980392,0.142987133,2,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,11-810,buy,bien,bycgan,6,M
talk,5,t$k,3,3.68,2,5.52,4.07,Verb,None,English,NA,3.450980392,0.390831496,3,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,18-210,speak,speken,sprecan,7,M
blow,5,bl5,3,4,2,4.71,3.74,Verb,None,English,NA,3.450980392,0.390831496,3,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,10-380,blow,blouen,bla’‹wan,6,M
share,5,S8R,3,4.84,2,4.92,2.96,Verb,None,English,NA,3.450980392,0.390831496,3,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,11-910,share,sheren,brytnian,8,Z
ditch,5,dIJ,3,6.22,4,3.92,4.5,Verb,None,English,NA,3.450980392,0.390831496,3,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,8-170,ditch,dich-e,di’‹c,3,Z
stick,5,stIk,4,3.89,2,5.02,4.59,Verb,None,English,NA,3.450980392,0.324104167,4,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,19-250,staff,staf,stí_f,4,Z
swim,5,swIm,4,4.17,2,4.42,4.43,Verb,None,English,NA,3.450980392,0.324104167,4,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,10-350,swim,swimmen,swimman,7,M
hold,5,h5ld,4,4.67,2,5.32,3.68,Verb,None,English,NA,3.450980392,0.324104167,4,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,11-150,hold,holden,healdan,7,M
hunt,5,hVnt,4,6.06,2,4.69,3.81,Verb,None,English,NA,3.450980392,0.324104167,4,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,20-610,hunt,hunten,huntian,7,M
owe,5,5,1,8.61,2,4.27,2.07,Verb,None,English,NA,3.450980392,0.027669374,1,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,11-630,owe,ouen,sculan,6,M
dive,5,d2v,3,7.21,2,4.26,4.03,Verb,None,English,NA,3.450980392,0.390831496,3,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,10-351,dive,diven,du’‹fan,5,M
fly,5,fl2,3,3.05,2,4.9,4.64,Verb,None,English,NA,3.450980392,0.390831496,3,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,10-370,fly,flien,fle’‹ogan,7,M
walk,5,w$k,3,3.45,2,5.19,4.07,Verb,None,English,NA,3.450980392,0.390831496,3,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,10-450,walk,gon,fe’‹‘Ÿan,5,M
sleep,5,slip,4,2.79,2,4.94,4.44,Verb,None,English,NA,3.450980392,0.324104167,4,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,4-610,sleep,slepen,slí_’‹pan,6,M
gather,5,g{D@R,5,6.5,2,4.29,2.75,Verb,None,English,NA,3.450980392,0.095324755,5,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,12-210,collect,gaderen,gaderian,8,Z
sing,5,sIN,3,3.47,2,4.94,4.34,Verb,None,English,NA,3.450980392,0.390831496,3,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,18-120,sing,singen,singan,6,M
drown,5,dr6n,4,7,2,3.61,3.93,Verb,None,English,NA,3.450980392,0.324104167,4,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,4-751,drowned,drouned,gedrencan,9,M
knead,5,nid,3,8.8,10,3.01,3.89,Verb,None,English,NA,3.450980392,0.390831496,3,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,5-540,knead,kneden,cnedan,6,M
live,5,lIv,3,6.1,2,5.5,3.57,Verb,None,English,NA,3.450980392,0.390831496,3,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,7-110,dwell,wonen,wunian,6,Z
slide,5,sl2d,4,4.79,2,4.17,4.48,Verb,None,English,NA,3.450980392,0.324104167,4,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,10-420,slide,sliden,sli’‹dan,6,M
swear,5,sw8R,4,7.21,4,4.26,2.45,Verb,None,English,NA,3.450980392,0.324104167,4,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,21-240,swear,sweren,swerian,7,M
bring,5,brIN,4,4.42,2,5.4,2.55,Verb,None,English,NA,3.450980392,0.324104167,4,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,10-620,bring,bringen,brengan,7,M
steal,5,stil,4,6.17,2,4.34,3.84,Verb,None,English,NA,3.450980392,0.324104167,4,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,21-510,steal,stelen,stelan,6,Z
nail,5,n1l,3,5.42,2,4.18,4.93,Verb,None,English,NA,3.450980392,0.390831496,3,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,9-500,nail,nail,ní_gel,5,Z
forgive,5,f@gIv,5,5.44,4,4.28,1.92,Verb,None,English,NA,3.450980392,0.095324755,5,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,16-690,forgive,foryeven,forgiefan,9,O
help,5,hElp,4,3.65,2,5.75,2.56,Verb,None,English,NA,3.450980392,0.324104167,4,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,19-580,help,helpen,helpan,6,M
guess,5,gEs,3,5.44,2,5.16,2.28,Verb,None,English,NA,3.450980392,0.390831496,3,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,17-171,guess,gessen,,NA,M
shake,5,S1k,3,5.26,2,4.58,4.07,Verb,None,English,NA,3.450980392,0.390831496,3,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,10-260,shake,shaken,wagian,6,M
stir,5,st3R,4,5.58,4,4.18,3.76,Verb,None,English,NA,3.450980392,0.324104167,4,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,5-490,stir,stiren,mengan,6,M
run,5,rVn,3,4.47,2,5.49,4.31,Verb,None,English,NA,3.450980392,0.390831496,3,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,10-460,run,rennen,iernan,6,M
sell,5,sEl,3,7.05,2,5.22,3.35,Verb,None,English,NA,3.450980392,0.390831496,3,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,11-820,sell,sellen,sellan,6,M
tell,5,tEl,3,4.26,2,5.82,2.9,Verb,None,English,NA,3.450980392,0.390831496,3,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,18-221,tell story,counten,a’‹reccan,7,M
fuck,5,fVk,3,11.22,NA,4.58,3.19,Verb,None,English,NA,3.450980392,0.390831496,3,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,4-670,have sexual intercourse,swiven,hí_’‹man,5,I
borrow,5,bQr5,4,6.95,4,4.27,3.1,Verb,None,English,NA,3.450980392,0.324104167,4,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,11-620,borrow,borwen,(on)borgian,9,M
suck,5,sVk,3,5.58,6,3.93,3.46,Verb,None,English,NA,3.450980392,0.390831496,3,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,5-160,suck,souken,su’‹can,5,M
drive,5,dr2v,4,5.26,2,5,3.86,Verb,None,English,NA,3.450980392,0.324104167,4,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,10-650,drive,driven,dri’‹fan,6,M
kiss,5,kIs,3,3.61,2,4.65,4.48,Verb,None,English,NA,3.450980392,0.390831496,3,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,16-290,kiss,kissen,cyssan,6,M
shoot,5,Sut,3,5.53,2,4.53,3.97,Verb,None,English,NA,3.450980392,0.390831496,3,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,20-620,shoot,,sce’‹otan,7,M
earn,5,3n,2,7.57,2,4.36,2.39,Verb,None,English,NA,3.450980392,0.142987133,2,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,11-790,earn,ernen,(ge)earnian,9,M
beat,5,bit,3,6.15,2,5.07,3.97,Verb,None,English,NA,3.450980392,0.390831496,3,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,9-210,strike,slen,hní_ppan,7,M
rise,5,r2z,3,6.72,4,4.78,4.04,Verb,None,English,NA,3.450980392,0.390831496,3,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,10-210,rise,risen,ri’‹san,5,M
tie,5,t2,2,4.74,2,4.58,4.81,Verb,None,English,NA,3.450980392,0.142987133,2,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,9-160,tie,binden,bindan,6,M
forbid,5,f@bId,5,8.47,4,3.34,1.96,Verb,None,English,NA,3.450980392,0.095324755,5,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,18-380,forbid,forbeden,forbe’‹odan,9,M
heal,5,hil,3,7.47,4,3.75,3.03,Verb,None,English,NA,3.450980392,0.390831496,3,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,4-860,cure,helen,hí_’‹lan,5,M
hear,5,h7R,3,3.8,2,5.44,3.66,Verb,None,English,NA,3.450980392,0.390831496,3,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,15-410,hear,heren,hi’‹eran,6,M
mean,5,min,3,4,2,5.71,2.5,Verb,None,English,NA,3.450980392,0.390831496,3,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,11-540,avaricious,averous,feohgeorn,9,M
meet,5,mit,3,4.74,2,5.41,3,Verb,None,English,NA,3.450980392,0.390831496,3,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,19-650,meet,meten,me’‹tan,5,M
need,5,nid,3,3.56,2,6.07,1.69,Verb,None,English,NA,3.450980392,0.390831496,3,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,17-450,need,ned-e,ni’‹ed,4,M
believe,5,bIliv,5,5.78,2,5.56,1.55,Verb,None,English,NA,3.450980392,0.095324755,5,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,17-150,believe,bileven,geli’‹efan,8,R
drop,5,drQp,4,3.26,2,4.9,4.21,Verb,None,English,NA,3.450980392,0.324104167,4,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,10-160,drop,droppen,gefyllan,8,M
flee,5,fli,3,8.33,6,3.48,3.67,Verb,None,English,NA,3.450980392,0.390831496,3,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,10-510,flee,flen,fle’‹on,5,M
grow,5,gr5,3,4.79,2,4.93,3.03,Verb,None,English,NA,3.450980392,0.390831496,3,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,12-530,grow,waxen,weaxan,6,M
read,5,rEd,3,4.11,2,5.14,3.56,Verb,None,English,NA,3.450980392,0.390831496,3,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,18-520,read,reden,rí_’‹dan,5,M
Monday,5,mVndI,5,#N/A,2,4.61,2.25,Name,None,English,NA,3.450980392,0.095324755,5,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,14-630,Monday,Mone-dai,mo’‹nandí_g,8,O
Sunday,5,sVndI,5,5.44,2,4.88,3.32,Name,None,English,NA,3.450980392,0.095324755,5,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,14-620,Sunday,Son-dai,sunnandí_g,9,O
Wednesday,5,wEnzdI,6,#N/A,2,4.53,3.14,Name,None,English,NA,3.450980392,0.009532476,6,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,14-650,Wednesday,Wednes-dai,wo’‹dnesdí_g,9,O
Tuesday,5,tjuzdI,6,#N/A,2,4.44,3.29,Name,None,English,NA,3.450980392,0.009532476,6,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,14-640,Tuesday,Tieus-dai,ti’‹wesdí_g,8,O
Friday,5,fr2dI,5,#N/A,2,4.8,3.28,Name,None,English,NA,3.450980392,0.095324755,5,Proto-Germanic,Proto-Germanic,2500,2500,Proto-Germanic,,14-670,Friday,fri-dai,fri’‹gedí_g,8,O
needle,5,nidP,4,5.32,2,3.93,4.93,Noun,None,English,NA,3.450980392,0.324104167,4,Proto-Indo-European,Proto-Indo-European,6000,6000,Proto-Indo-European,,6-360,needle,nedle,ní_’‹dl,4,Z
you,5,ju,2,4.35,2,7.32,4.11,Pronoun,None,English,NA,3.450980392,0.142987133,2,Proto-Indo-European,Proto-Indo-European,6000,6000,None,,2-950,you,you,ge’‹,2,M
white,5,w2t,3,4.06,2,5.25,3.89,Adjective,None,English,NA,3.450980392,0.390831496,3,Proto-Indo-European,Proto-Indo-European,6000,6000,Proto-Indo-European,,15-640,white,whit,hwi’‹t,4,M
healthy,5,hElTI,5,7.61,2,4.63,3.31,Adjective,None,English,NA,3.450980392,0.095324755,5,Proto-Indo-European,Proto-Indo-European,6000,6000,Proto-Indo-European,,4-830,well,helth-e,ha’‹l,3,C
quick,5,kwIk,4,5.89,2,5.13,2.89,Adjective,None,English,NA,3.450980392,0.324104167,4,Proto-Indo-European,Proto-Indo-European,6000,6000,Proto-Indo-European,,14-210,swift,swift-e,hrí_d,4,Z
yellow,5,jEl5,4,3.2,2,4.84,4.3,Adjective,None,English,NA,3.450980392,0.324104167,4,Proto-Indo-European,Proto-Indo-European,6000,6000,Proto-Indo-European,,15-690,yellow,yelwe,geolo,5,M
good,5,gUd,3,3.55,2,6.35,1.64,Adjective,None,English,NA,3.450980392,0.390831496,3,Proto-Indo-European,Proto-Indo-European,6000,6000,Proto-Indo-European,,16-710,good,god,go’‹d (se’‹l),6,M
thirsty,5,T3stI,5,3.89,2,3.69,3.86,Adjective,None,English,NA,3.450980392,0.095324755,5,Proto-Indo-European,Proto-Indo-European,6000,6000,Proto-Indo-European,,5-150,thirst,thirst,‘Ÿurst,5,C
new,5,nju,3,4.72,2,5.98,2.81,Adjective,None,English,NA,3.450980392,0.390831496,3,Proto-Indo-European,Proto-Indo-European,6000,6000,Proto-Indo-European,,14-130,new,neue,(ed)ni’‹we,6,Z
late,5,l1t,3,5.28,2,5.21,2.6,Adjective,None,English,NA,3.450980392,0.390831496,3,Proto-Indo-European,Proto-Indo-European,6000,6000,Proto-Indo-European,,14-240,retard,tarien,ieldan,6,Z
heavy,5,hEvI,4,4.05,2,4.9,3.37,Adjective,None,English,NA,3.450980392,0.324104167,4,Proto-Indo-European,Proto-Indo-European,6000,6000,Proto-Indo-European,,15-810,heavy,hevi,swí_’‹r,4,Z
blind,5,bl2nd,5,7,2,4.42,4.03,Adjective,None,English,NA,3.450980392,0.095324755,5,Proto-Indo-European,Proto-Indo-European,6000,6000,Proto-Indo-European,,4-970,blind,blind,blind,5,M
slow,5,sl5,3,4.15,2,4.81,3.28,Adjective,None,English,NA,3.450980392,0.390831496,3,Proto-Indo-European,Proto-Indo-European,6000,6000,Proto-Indo-European,,14-220,slow,slou,lí_t,3,Z
sweet,5,swit,4,4.53,2,4.98,4,Adjective,None,English,NA,3.450980392,0.324104167,4,Proto-Indo-European,Proto-Indo-European,6000,6000,Proto-Indo-European,,15-350,sweet,swet-e,swe’‹te,5,M
wet,5,wEt,3,2.47,2,4.76,4.46,Adjective,None,English,NA,3.450980392,0.390831496,3,Proto-Indo-European,Proto-Indo-European,6000,6000,Proto-Indo-European,,15-830,wet,wet,wí_’‹t,3,M
red,5,rEd,3,3.68,2,5.41,4.24,Adjective,None,English,NA,3.450980392,0.390831496,3,Proto-Indo-European,Proto-Indo-European,6000,6000,Proto-Indo-European,,15-660,red,red,re’‹ad,4,M
old,5,5ld,3,3.72,2,5.79,2.72,Adjective,None,English,NA,3.450980392,0.390831496,3,Proto-Indo-European,Proto-Indo-European,6000,6000,Proto-Indo-European,,14-150,old,old-e,eald,4,Z
raw,5,r$,2,7.17,2,4.32,3.35,Adjective,None,English,NA,3.450980392,0.142987133,2,Proto-Indo-European,Proto-Indo-European,6000,6000,Proto-Indo-European,,5-122,raw,rau-e,hre’‹aw,5,M
rough,5,rVf,3,6.21,2,4.46,3.83,Adjective,None,English,NA,3.450980392,0.390831496,3,Proto-Indo-European,Proto-Indo-European,6000,6000,Proto-Indo-European,,15-760,rough,rough-e,unsme’‹‘Ÿe,7,Z
thin,5,TIn,3,6.47,2,4.48,3.83,Adjective,None,English,NA,3.450980392,0.390831496,3,Proto-Indo-European,Proto-Indo-European,6000,6000,Proto-Indo-European,,12-650,thin,thin-ne,‘Ÿynne,5,Z
naked,5,n1kId,5,4.68,4,4.24,4.5,Adjective,None,English,NA,3.450980392,0.095324755,5,Proto-Indo-European,Proto-Indo-European,6000,6000,Proto-Indo-European,,4-990,naked,naked,nacod,5,O
mad,5,m{d,3,3.55,2,4.73,2.76,Adjective,None,English,NA,3.450980392,0.390831496,3,Proto-Indo-European,Proto-Indo-European,6000,6000,Proto-Indo-European,,17-230,insane,wod-e,deoful-,6,M
hard,5,h#d,3,4.39,2,5.58,3.76,Adjective,None,English,NA,3.450980392,0.390831496,3,Proto-Indo-European,Proto-Indo-European,6000,6000,Proto-Indo-European,,15-740,hard,hard,heard,5,Z
young,5,jVN,3,4.61,2,5.51,3.16,Adjective,None,English,NA,3.450980392,0.390831496,3,Proto-Indo-European,Proto-Indo-European,6000,6000,Proto-Indo-European,,14-140,young,yong,geong(lic),8,M
deaf,5,dEf,3,6.83,4,3.9,3.27,Adjective,None,English,NA,3.450980392,0.390831496,3,Proto-Indo-European,Proto-Indo-European,6000,6000,Proto-Indo-European,,4-950,deaf,def,de’‹af,4,Z
wise,5,w2z,3,6.79,2,4.53,1.97,Adjective,None,English,NA,3.450980392,0.390831496,3,Proto-Indo-European,Proto-Indo-European,6000,6000,Proto-Indo-European,,17-210,wise,wis-e,wi’‹s,3,M
deep,5,dip,3,5.47,2,4.98,3.38,Adjective,None,English,NA,3.450980392,0.390831496,3,Proto-Indo-European,Proto-Indo-European,6000,6000,Proto-Indo-European,,12-670,deep,dep,de’‹op,4,Z
small,5,sm$l,4,3.22,2,5.43,3.22,Adjective,None,English,NA,3.450980392,0.324104167,4,Proto-Indo-European,Proto-Indo-European,6000,6000,Proto-Indo-European,,12-560,small,litel,ly’‹tel,5,Z
warm,5,w$m,3,4.65,2,4.92,3.56,Adjective,None,English,NA,3.450980392,0.390831496,3,Proto-Indo-European,Proto-Indo-European,6000,6000,Proto-Indo-European,,15-851,warm,warm,wearm,5,Z
full,5,fUl,3,4.24,2,5.4,3.59,Adjective,None,English,NA,3.450980392,0.390831496,3,Proto-Indo-European,Proto-Indo-European,6000,6000,Proto-Indo-European,,13-210,full,ful,ful(l),4,Z
how,5,h6,2,5.36,2,6.33,1.35,Adverb,None,English,NA,3.450980392,0.142987133,2,Proto-Indo-European,Proto-Indo-European,6000,6000,Proto-Indo-European,,17-610,how?,hou,hu,2,Z
where,5,w8R,3,4.09,2,6.13,1.66,Adverb,None,English,NA,3.450980392,0.390831496,3,Proto-Indo-European,Proto-Indo-European,6000,6000,Proto-Indo-European,,17-660,where?,wher,hwí_’‹r,4,Z
far,5,f#R,3,4.88,2,5.61,2.71,Adverb,None,English,NA,3.450980392,0.390831496,3,Proto-Indo-European,Proto-Indo-European,6000,6000,Proto-Indo-European,,12-440,far,fer,feorr,5,M
why,5,w2,2,3.97,2,6.02,1.86,Adverb,None,English,NA,3.450980392,0.142987133,2,Proto-Indo-European,Proto-Indo-European,6000,6000,Proto-Indo-European,,17-690,why?,whi,hwy’‹,3,Z
right,5,r2t,3,4.35,2,6.36,3.47,Adverb,None,English,NA,3.450980392,0.390831496,3,Proto-Indo-European,Proto-Indo-European,6000,6000,Proto-Indo-European,,16-730,right,right,riht,4,Z
