item	n_trials	err	rt	sd	rtz	n_used
toucientait	24	0	906.1304348	208.9282836	0.330394791	23
prévec	21	0	698.3333333	109.7097686	-0.444615701	21
touclabile	21	0	779.7619048	201.4790075	-0.152299991	21
poition	24	0.041666667	1033	251.2205992	0.996919212	20
dénofet	22	0.045454545	709.1904762	213.4093763	-0.433205213	21
hitabre	23	0	776.3478261	230.5384229	-0.259035201	23
couet	24	0.208333333	844.2777778	153.6511731	0.032290543	18
bonnant	25	0.24	837.2631579	150.0728868	0.198598713	19
porvant	22	0	680.0454545	144.6270992	-0.457426093	22
satémantiers	19	0.105263158	936.625	272.9363479	0.688527714	16
revate	22	0.045454545	719.8095238	183.7589778	-0.353576884	21
quelsarie	23	0.043478261	702.6818182	177.8076506	-0.3880626	22
cetrés	24	0	784.3333333	228.1036505	-0.079651424	24
prelit	22	0.181818182	760.7222222	189.1086851	-0.104264145	18
secclacoup	21	0.047619048	685.7	154.1568238	-0.532262989	20
crat	20	0.3	741.4285714	140.9706539	-0.284890616	14
parvaintilée	25	0	886.28	283.637903	0.406729208	25
voule	20	0.05	725.0526316	141.6048782	-0.402806407	19
gonge	23	0.086956522	845.5714286	278.2210581	0.078819895	21
vicompe	22	0.045454545	806.9047619	176.3527445	-0.089389778	21
éterment	22	0.090909091	928.3	216.2177509	0.724916803	20
cerlaments	23	0	825.8695652	252.0743585	0.164458324	23
vigoistoprenle	21	0.047619048	762.45	284.6366983	-0.212678487	20
rop	23	0.130434783	701.4	110.0025837	-0.63189624	20
canver	21	0	832.2857143	190.7042587	-0.008872815	21
vien	20	0.3	916.3571429	169.3706028	0.584121085	14
aplotes	24	0.041666667	730.7826087	164.1592787	-0.325659844	23
salimanlie	23	0	867.4782609	278.7763635	0.215754846	23
pateillune	21	0.047619048	825.55	184.1871117	-0.151415799	20
choproson	23	0	716.6086957	179.7512774	-0.525047129	23
formièter	23	0	913.5652174	245.7594585	0.602119776	23
héneche	22	0	688.8636364	194.9083534	-0.487469382	22
mondéches	23	0	746.3913043	124.0852856	-0.096837357	23
gréplilion	23	0.043478261	818.4285714	222.4541686	-0.065811019	21
réforlulandre	23	0	870.7619048	251.7361525	0.638327398	21
hétilait	22	0.272727273	764.8666667	144.3086309	0.019392343	15
larveler	22	0	728.3181818	175.1911572	-0.305656756	22
dortosiais	22	0.045454545	813.3809524	229.4167553	-0.065874325	21
moiniquoi	22	0	779.4090909	300.0340709	-0.265038608	22
rérede	22	0	700.5909091	117.3921629	-0.652750637	22
posertres	24	0.083333333	659.5	171.0226245	-0.494517715	22
kileur	23	0.260869565	816.875	345.5877843	0.24681321	16
éniporté	21	0	876.047619	164.7259774	0.064726537	21
tergafléne	23	0	762	289.098105	-0.307888225	22
jarer	24	0.333333333	828.1333333	196.0986875	0.375656979	15
aporparphie	21	0	1065.75	368.1790004	1.127543488	20
pasavec	22	0	749.7727273	219.9136046	-0.488913755	22
varte	21	0.047619048	770.2	213.9155269	-0.260095758	20
cunirut	23	0	688.1304348	155.4750212	-0.448035595	23
spho	22	0	772.4545455	219.2501783	-0.090808862	22
fesafirche	23	0	759.0434783	217.9239814	-0.394956557	23
massi	19	0	707.6842105	124.6225647	-0.525882595	19
plaiserche	21	0.047619048	724.8947368	185.4411841	-0.400883258	19
détrouculption	21	0.095238095	940.9473684	248.8566017	0.951054884	19
cride	20	0.05	783.6315789	225.0862083	0.129590526	19
touderare	22	0.045454545	767.85	198.9599999	-0.120581078	20
moribres	24	0.041666667	801.8636364	217.2567705	0.314513097	22
pecifois	23	0	795.6521739	270.5382864	-0.301231965	23
netrut	23	0	649.8695652	110.7541521	-0.892458926	23
chabanfairagne	23	0.043478261	735.4090909	189.4587929	-0.168392146	22
phroffre	20	0	689.7	177.0251543	-0.464892282	20
serois	22	0	726.2272727	184.8337559	-0.427720661	22
lotitoumes	24	0.041666667	729.6956522	179.1265258	-0.303117228	23
ractontifort	23	0	871.3043478	175.6019349	0.12572303	23
choncle	24	0	758.5416667	174.2791312	-0.340603286	24
amettende	22	0.090909091	833.8	275.9327912	0.223238425	20
ofilais	23	0.043478261	711.5	173.8882372	-0.205491201	22
suche	22	0.181818182	741.0555556	135.9989067	-0.17163868	18
blansile	23	0	759.0434783	209.5470176	-0.178001596	23
enticoume	23	0	778.5909091	265.195105	-0.25430908	22
innais	24	0.125	788.3333333	285.9633426	-0.232693644	21
cettiter	22	0	730.5909091	208.3572159	-0.340685538	22
sognasions	25	0	808.8333333	238.9967558	0.025781497	24
ogeais	24	0.166666667	740.95	193.5758997	-0.102574855	20
ortément	22	0.045454545	800.7619048	215.8559484	-0.051830382	21
parmunait	21	0	808.047619	178.4122967	0.217436962	21
tranque	22	0.272727273	860.0625	163.5165512	0.190350365	16
venverte	22	0	751.2380952	214.4327178	-0.233042422	21
prendit	22	0.409090909	955	146.7412689	0.923984869	13
porosion	17	0	891.2352941	224.5491398	0.344552545	17
beille	23	0	781	223.2743929	-0.131408139	23
lacoumanibus	24	0.041666667	774.4782609	243.6487542	-0.048963116	23
igneleil	23	0	695.173913	101.7691917	-0.607359858	23
roupache	22	0	748.1363636	159.3487626	-0.235029128	22
bourfer	25	0.04	881.6086957	246.4085187	0.118750022	23
pluchée	23	0.304347826	951.1333333	233.2995826	0.686442998	15
tellanque	21	0	711.0952381	98.76836779	-0.39875989	21
locle	22	0	704.2272727	188.0600035	-0.429209259	22
écites	24	0.125	810.85	216.7604244	0.054686116	20
aumaripateau	23	0	768.6521739	164.3227447	-0.065979348	23
prélourperte	22	0.045454545	839.1428571	308.3091445	0.381539578	21
garvai	22	0.045454545	699.05	149.7645433	-0.489460253	20
vraimélors	25	0	687.8	106.2308806	-0.514650168	25
remenvibrité	18	0.055555556	875.0588235	237.7318528	0.142627791	17
frantra	23	0	747.3478261	200.7967332	-0.069607571	23
incarmouda	21	0.047619048	751.6315789	154.5697292	-0.408372406	19
ennivoir	23	0.217391304	888	263.3510294	0.500077823	18
franlachonfant	22	0	1011.818182	387.7027134	0.765394547	22
oleinorle	23	0	732.3478261	215.4335183	-0.305934046	23
alfaistai	22	0.090909091	813.95	177.5788854	-0.072496829	20
ui	21	0	711.2857143	161.2169789	-0.365981697	21
efgua	23	0	713.173913	293.6337626	-0.753589208	23
livais	21	0.047619048	814.2	229.2350207	0.15962793	20
porvellire	23	0	765.3636364	269.2227871	-0.407372437	22
poscines	23	0	803.7727273	216.1500651	0.165277457	22
essadaprêt	21	0	756.6666667	211.8752778	-0.277143388	21
fatroule	25	0	748.5833333	209.0847377	-0.278107033	24
détions	23	0.130434783	948.2	267.8123066	0.608198448	20
redidant	21	0.095238095	845.7368421	231.7155445	0.164167061	19
arrirufrent	24	0	910.7826087	293.5471089	0.575381813	23
mainnant	24	0	838.75	261.2114336	0.348030614	24
voutagne	22	0.045454545	710.8095238	137.6991718	-0.396119444	21
aplilé	20	0	857.4	292.8131073	0.023213966	20
secetrie	24	0	790.0454545	210.8367631	-0.311481955	22
sechiguer	22	0.045454545	727.6666667	241.0558718	-0.407080946	21
rône	22	0.090909091	862.0526316	177.6930792	0.313065791	19
poitit	16	0.0625	852.4285714	322.0362412	0.419504758	14
cettétorait	21	0.047619048	818.4210526	201.6303868	0.021945271	19
delensait	25	0	868.8	276.3552967	0.314892007	25
forcrètraîte	24	0	983.5217391	392.5547871	0.486949386	23
renconvait	25	0.12	1032.857143	324.5315525	1.202428073	21
mécoucies	23	0.086956522	849.3809524	260.1367864	0.082707419	21
énaser	23	0.086956522	782.1428571	234.1342106	-0.318684899	21
crisaquanner	24	0	857.4583333	229.2843268	0.36012297	24
dougésuifuie	21	0	964.047619	332.3601174	0.607996559	21
dougue	24	0.083333333	762.5454545	141.2565135	-0.187380696	22
saproutoyens	20	0.05	719.2222222	128.6319673	-0.247586293	18
craboment	23	0.086956522	939.5238095	268.0101899	0.482478944	21
bantralu	24	0	761.3043478	285.6420893	-0.479734642	23
goque	19	0	845.5789474	281.6211631	0.106231301	19
corlodais	22	0.045454545	859.4285714	227.3733871	0.440019729	21
renfannui	23	0	767	207.3359154	-0.277862833	23
glispatait	23	0.043478261	895.0909091	246.843677	0.288736369	22
juo	22	0.045454545	793.9047619	157.4121675	0.03502745	21
lidavec	21	0	660.2380952	123.5106897	-0.603246641	21
himansais	22	0	771.6818182	224.2662929	-0.377207626	22
proforpes	23	0.043478261	840.0454545	229.7566989	0.043577741	22
anque	25	0	680.6	95.42885657	-0.460009023	25
grapision	25	0	820.2083333	225.0652039	0.08422951	24
murson	22	0.045454545	679.952381	151.3180347	-0.545578351	21
heupemetre	25	0	772.4	228.5517811	-0.249195086	25
cavitisais	20	0	884.15	363.3133018	0.24504263	20
existerple	24	0	836.375	258.6770376	0.150784333	24
détièvec	23	0	671.3043478	97.88046271	-0.66343729	23
forleuge	24	0	717.8333333	165.525426	-0.401028298	24
maimures	22	0.045454545	783.3333333	179.9084026	0.064294099	21
nualécoup	22	0.045454545	788.0952381	257.0602857	-0.260659819	21
oucenraient	22	0	737.3333333	181.961626	-0.05758215	21
écestant	23	0	736.1304348	144.2769762	-0.226020077	23
alcoup	22	0.045454545	710.3333333	157.3176193	-0.439885778	21
rescogard	22	0	748.0454545	195.9534632	-0.279391251	22
basiment	21	0.047619048	934.9	246.6495276	0.657721764	20
renfécuriez	25	0	1010.8	299.190714	0.849072571	25
laistisches	25	0.04	837.875	198.2245789	-0.010659289	24
vatogner	22	0.090909091	774.3	305.2743546	-0.270193596	20
chauronconte	22	0	925.6818182	327.6979426	0.33833095	22
démilsilme	21	0	869.1428571	304.6312994	0.136484548	21
tigavoque	22	0.045454545	676.6666667	146.8326712	-0.436581711	21
vamis	21	0	760.7619048	174.027844	-0.309561518	21
arsatint	22	0.045454545	761.5714286	207.030329	-0.270916652	21
péclagent	23	0.043478261	888.5454545	281.7845728	0.303663706	22
altébe	21	0.047619048	732.85	187.5622774	-0.493727113	20
épacouvais	22	0.045454545	920.3	302.355507	0.344019739	20
presphins	21	0	734.05	317.5999594	-0.41975942	20
têché	22	0	785.8181818	153.9899924	-0.214429303	22
ençait	24	0	860.2916667	185.1752353	0.36432425	24
rentigenvoir	22	0	896.5909091	266.8878236	0.33897683	22
bannouiltion	22	0.045454545	815.4761905	252.6858957	-0.040275476	21
strucchemilin	21	0.047619048	760.25	234.1326378	-0.278020948	20
suplaver	24	0	791.25	253.9522807	-0.054514604	24
sautranure	21	0.047619048	781.3	277.4536661	-0.061502756	20
jourmene	23	0	737.1304348	254.2309802	-0.33639178	23
éta	22	0.136363636	886.3684211	255.6867029	0.379311178	19
clocogri	21	0	731.2380952	141.6011669	-0.481518295	21
envarcapivers	20	0.05	858.3333333	148.7255665	0.117248097	18
hamour	20	0.1	924.5294118	393.5954645	0.386134353	17
vieilmes	23	0	868.5652174	260.2201561	0.110232236	23
coutenre	19	0	790.4444444	193.8666073	-0.152313749	18
ime	24	0.041666667	750.9565217	230.1259494	-0.447975676	23
resacoudent	23	0.086956522	1011.1	329.3436695	0.863042717	20
rimire	25	0	767	187.0028966	-0.204603022	25
toilémain	25	0.04	773.0833333	195.7687004	-0.309519173	24
nougamistant	23	0	846	214.0714167	0.445086687	22
gresane	25	0	629.8	114.1121524	-0.853245059	25
cavercertre	24	0	828.9166667	263.700574	0.106860999	24
mouilsez	22	0.045454545	910.1904762	287.2392068	0.412540638	21
malgarle	21	0	848.3809524	282.3581903	0.065744744	21
parqua	23	0.347826087	766.8666667	208.5051786	-0.073448959	15
ménietilte	24	0.041666667	733.1304348	192.506034	-0.21091176	23
juscribler	20	0.05	902.7222222	255.3414797	0.154467809	18
mainrecertes	21	0	814.6315789	254.5495391	-0.014949519	19
résisquent	20	0.1	1060.388889	325.9693488	1.237018235	18
redu	21	0.095238095	798.4736842	160.5208081	-0.045281228	19
phrouffre	21	0.047619048	730.15	162.329838	-0.519756818	20
trafirilait	25	0.04	873.8333333	252.7407448	0.253003242	24
congarvaient	24	0.083333333	913.5909091	218.4182661	0.635244961	22
confilas	22	0.045454545	865.1	295.0730329	0.168794866	20
proresquoi	23	0	828	273.6875173	0.015905773	22
couquent	24	0	868.25	185.0382452	0.317299988	24
chertaport	23	0	782.3478261	124.6021336	-0.142318583	23
noutais	24	0	743.2916667	172.1327797	-0.429339411	24
roupisque	21	0.095238095	706.5263158	130.6944564	-0.340086642	19
sencierdresté	21	0	943.3809524	366.0862571	0.52052021	21
petimiontion	21	0.047619048	945.85	357.6923516	0.548656967	20
enguemiste	22	0	795.5909091	290.5444248	-0.006648387	22
détridit	24	0.041666667	931.5217391	310.9293795	0.846521036	23
révions	23	0.826086957	905.6666667	181.1748695	0.027062441	3
géosigemomes	23	0.086956522	910.4285714	226.3703981	0.362650793	21
macte	22	0.045454545	746.1428571	167.1760407	-0.31061759	21
flolu	23	0.086956522	749.2857143	236.7625694	-0.231614894	21
laistites	24	0.041666667	798.3478261	346.0310822	-0.212376104	23
raptele	20	0.05	791.6315789	221.078973	-0.295257948	19
nément	23	0	816.5652174	317.2558225	0.006655271	23
anamames	22	0.045454545	941.5789474	391.4761687	0.337059337	19
jeupouilsinde	21	0	848.9	256.2627969	0.02962541	20
armansés	22	0.045454545	837.3333333	333.2113944	0.05372295	21
ocorre	20	0	634.3	132.1809366	-0.892317021	20
fub	18	0	727.3333333	197.8427777	-0.333839969	18
parsant	23	0.086956522	858.2631579	203.0907958	0.347600915	19
mouiltuteur	23	0	884.5652174	302.102154	0.284908304	23
dralenu	21	0.095238095	680.0526316	139.2381947	-0.530090074	19
béraisme	22	0	809.0454545	134.7581528	0.019407033	22
aplerées	20	0	832	186.7573714	0.209542108	20
parfirtrer	23	0	959.7142857	301.5321115	0.553651184	21
aussannir	21	0.095238095	839.7777778	264.7997147	0.005428201	18
imbiser	24	0	859.4347826	251.5580226	0.177019871	23
laistengavants	22	0.045454545	795.952381	279.245318	-0.035446073	21
pastourgent	22	0.090909091	910.35	183.8919234	0.311185592	20
malvégea	24	0	813.3333333	315.4882574	-0.057511386	24
flaincre	22	0.045454545	853.7619048	194.4895639	0.301171474	21
compive	22	0.045454545	787.6190476	208.9776247	-0.05147529	21
trasièce	23	0.043478261	727.7272727	178.1506002	-0.452835484	22
juscine	22	0	764.8571429	183.3082883	-0.299103991	21
pésidus	24	0	845.0833333	252.7382073	0.105735627	24
lutencose	22	0	696.8181818	160.203334	-0.601109705	22
moirait	22	0.136363636	844.7368421	323.9620763	0.411245526	19
eustanez	22	0	741.1818182	205.2744125	-0.249491961	22
gravetie	24	0.083333333	889.3181818	283.2373036	0.237749775	22
musoin	24	0	647.4166667	95.4458265	-0.76331266	24
jailtonçais	22	0	846.5909091	296.1569177	-0.073416481	22
enquenue	21	0.095238095	855.5263158	241.2645778	0.431553062	19
armimes	20	0	837.15	260.8204212	0.218479733	20
suiché	23	0.130434783	776.35	240.6146242	-0.10535378	20
sorverais	22	0	776.9545455	200.8620653	-0.125347083	22
doilinfla	22	0	751.9545455	267.5231147	-0.344704166	22
froncoins	20	0	821.8	239.4710399	-0.268142	20
desplideler	22	0	851.4545455	272.9585225	0.109190709	22
merleses	20	0	844.2	267.9508203	-0.058648888	20
aticle	21	0	867.8095238	161.8847179	0.466511113	21
grager	23	0.043478261	850.952381	219.9666966	0.083287394	21
apsela	20	0.05	620.4210526	89.75232327	-0.765475667	19
amonnet	23	0.043478261	744.9090909	235.8080149	-0.319890388	22
perpaque	23	0	747.9565217	220.9280998	-0.309001716	23
vingogue	25	0	741.96	228.9940829	-0.396935039	25
drespition	23	0.043478261	815.6315789	150.8373703	0.065597389	19
sersavre	21	0.095238095	826.5789474	304.0276515	-0.196404387	19
intalons	24	0.083333333	901.6190476	265.9043956	0.3312852	21
désetsait	23	0.173913043	900.9444444	297.1005914	0.326380477	18
crisinomter	21	0	925.45	380.78181	0.473518641	20
bramitrée	18	0	812.6666667	223.5404951	0.234870309	18
cajourvec	22	0	744.6818182	212.0389421	-0.302444546	22
asucivec	23	0	731.173913	214.5218048	-0.534785394	23
doteschaient	23	0.043478261	804.8181818	238.7426661	0.192077477	22
pècran	24	0.041666667	710.5217391	111.1832515	-0.452514197	23
mésalu	23	0	672.5454545	146.7582162	-0.463347289	22
suiprengure	24	0	824.1666667	248.8782952	0.028008506	24
pourlichait	23	0.086956522	818.5714286	277.0076843	0.178992612	21
bourte	23	0	693.6086957	105.4112031	-0.284623035	23
orpéfant	24	0	779.4583333	247.9735223	-0.245964601	24
fonsie	20	0	654.1	140.9478814	-0.674545	20
lavencelais	23	0	944.6086957	391.2975779	0.470686347	23
brilsisset	23	0.043478261	824.1818182	173.8249356	0.000539583	22
scouve	22	0	760.2380952	259.7363865	-0.281842739	21
atoterre	23	0	707.2173913	175.013235	-0.486687292	23
proplonfois	25	0	845.48	240.1090238	0.203915388	25
plainue	23	0.043478261	838.4090909	296.9600998	0.181910831	22
disthome	23	0	728.3913043	190.4887826	-0.321968566	23
grasmade	23	0.086956522	725.3809524	197.8045693	-0.538453586	21
rejourperlé	23	0	913.0434783	282.0076527	0.319297502	23
quoirivait	22	0.045454545	728.2857143	173.2790071	-0.560637906	21
auboution	26	0	845.4230769	299.1206008	0.267663771	26
naulélus	23	0	764.8695652	203.7900667	-0.13108333	23
coutons	22	0.363636364	915.8333333	265.7486281	0.610322585	12
viraconstraient	22	0.045454545	1031.5	361.8440344	0.804312752	20
encontôt	23	0	826.7391304	213.0762171	-0.06283144	23
prégensait	21	0.047619048	866.4117647	162.7087347	0.366527907	17
chaufant	21	0.571428571	1085.5	281.2172521	1.689437203	8
cartoilice	25	0	802	238.2939361	-0.130394178	25
ramion	19	0.105263158	808.4705882	289.0873825	-0.064574092	17
prengimière	22	0.045454545	808.4	208.13265	-0.04282026	20
acouvole	22	0	741.0454545	144.0900767	-0.290172193	22
jabe	24	0.125	754.8571429	192.1128017	-0.091961168	21
omtenciadra	20	0	768.4	184.2388038	-0.177431144	20
cougische	24	0	720.9545455	168.2428736	-0.42533286	22
filservent	22	0	889.5909091	272.5662277	0.409156873	22
pencome	18	0	820.4705882	217.8199135	-0.057124292	17
oquoi	23	0	649.3043478	131.5299602	-0.736599113	23
aptratiteaux	22	0	835.2	194.9252488	0.122829015	20
forrisa	23	0.043478261	900.7142857	353.180569	0.214555758	21
alfercunies	24	0	739.2916667	154.1542083	-0.194375632	24
chatavait	22	0.090909091	842.35	207.1567611	-0.031170595	20
midéfarcre	21	0	840.4761905	227.8849752	0.159407513	21
douractes	20	0	720.4	139.2133539	-0.435033775	20
sasie	20	0.1	903.6666667	203.8286478	0.275523817	18
chasmation	21	0	869.55	306.7509662	0.05279052	20
ermes	24	0.041666667	733.2608696	188.674375	-0.523866947	23
soder	21	0.047619048	803.05	219.7353612	0.108833023	20
commitièvec	23	0	830.8695652	205.0266733	-0.130950227	23
écheterger	22	0	874.3636364	288.4164558	0.341376749	22
beautention	21	0	871.3809524	246.5180472	0.19115269	21
dévitus	21	0	795.6666667	153.2962274	-0.022812358	21
fausenre	23	0	693.6363636	118.871898	-0.616074245	22
évermour	22	0	791.4545455	235.0948597	-0.321901374	22
fessimiez	23	0.086956522	835.4761905	266.1944062	0.193690232	21
roeurs	21	0.047619048	804.75	165.5869544	0.031835383	20
altrade	21	0.047619048	739.75	191.4602817	-0.509694205	20
queltendon	22	0	635.9545455	128.128833	-0.870627184	22
atroument	22	0	1016.666667	293.6004655	0.76494261	21
oudre	23	0.043478261	756.4090909	201.1489993	-0.264143686	22
sbauque	22	0	631.4090909	73.11677489	-0.760170191	22
ogue	23	0.217391304	831.6666667	210.435403	-0.008108974	18
bougament	19	0.052631579	881.2941176	202.5030138	0.264378541	17
blai	22	0.090909091	829.45	270.0782489	0.099249798	20
réventions	22	0.090909091	1101.25	300.0580426	1.567471924	20
emnuque	22	0.136363636	895.0526316	273.9305414	0.353450852	19
faibivait	23	0.086956522	912.952381	227.4723008	0.481533579	21
paupendé	23	0	836.7826087	260.312916	-0.116338732	23
suiduvertre	22	0.045454545	777.4285714	247.3375369	-0.131687605	21
limatrait	23	0.043478261	914.1363636	205.8393492	0.553953122	22
minit	23	0.043478261	789.3181818	251.7520296	-0.064365791	22
monhaire	23	0	768.8695652	225.7662315	-0.356478648	23
délinaval	22	0	747.1428571	204.187239	-0.074715995	21
bulotime	20	0	839.5789474	260.1337937	-0.034498479	19
plorque	23	0.086956522	657.8095238	68.38612363	-0.747585389	21
ronter	21	0.142857143	884.7222222	189.7080747	0.233073335	18
contureiltait	23	0	833.1304348	228.2913418	0.36481851	23
pastiteur	22	0.090909091	912.85	211.8378911	0.513093709	20
marmonvie	23	0	816.9565217	213.2973763	0.04861838	23
moconque	23	0.043478261	777.4545455	256.4877658	-0.341717001	22
afaispé	22	0	692.6363636	146.7886545	-0.734029591	22
gruque	23	0.086956522	735.5238095	152.9073638	-0.299673402	21
fetentait	25	0.08	890.5652174	263.5317518	0.358197077	23
luie	23	0.304347826	844.1875	242.9730352	0.298167091	16
contetions	23	0	932.3809524	261.9913121	0.746270853	21
catencial	23	0.043478261	801.1818182	205.0780656	-0.252272777	22
rêros	22	0.045454545	736.0952381	105.6692504	-0.326943882	21
paspourévec	20	0	695.45	222.0465752	-0.481547859	20
rérafie	24	0.083333333	904.9047619	347.7905842	0.311869979	21
boult	22	0	731.3636364	202.6837897	-0.285670593	22
airition	23	0.043478261	721.1363636	170.6247053	-0.318292243	22
alterpes	24	0	696.625	136.5289625	-0.439264217	24
coucatier	22	0	859.1818182	195.2418857	0.23404677	22
ditentrer	22	0.045454545	758.7	171.6667825	-0.31912777	20
aurionre	25	0	773.6	210.1142546	-0.184292312	25
seterson	18	0	667.1111111	172.5882175	-0.801868338	18
dersile	21	0	720.6666667	159.8049853	-0.453197556	21
creuvandre	19	0.105263158	898	239.2532828	0.282109098	16
rumenve	21	0	721.2857143	171.8854685	-0.452482985	21
soupecrait	21	0	946.3157895	357.6769263	0.830795297	19
restrare	25	0	737.6	265.9450131	-0.465816025	25
jourtrouvithes	23	0.043478261	783.4545455	182.9219785	-0.145214709	22
soutait	24	0.333333333	924.6666667	241.596673	0.590574684	15
lérisil	22	0	761.3181818	297.1743734	-0.369025857	22
bonsiscitre	21	0	739.4761905	180.5299474	-0.472897817	21
isimourais	24	0.041666667	766.2608696	153.6655806	-0.292321679	23
barvait	24	0.25	888.8333333	145.5461318	0.600451181	18
recirit	24	0.041666667	867.7391304	272.9700645	0.154156698	23
maciévant	20	0	778.35	257.2785251	-0.32079487	20
bivete	24	0	716.6666667	185.8472179	-0.427034893	24
nours	22	0.090909091	896.7894737	313.4803873	0.238662562	19
viltimeur	24	0	868.875	257.4958526	0.182349391	24
reteloumore	23	0.043478261	782.1818182	264.2508974	-0.263616306	22
frable	22	0	780.4090909	153.1490588	-0.106864381	22
lieurétait	23	0.043478261	939.0952381	270.767595	0.385210151	21
suprotençonce	23	0	957.7391304	287.8925332	0.559726478	23
désére	24	0.125	843.2	236.5785949	0.127175695	20
mameve	22	0.045454545	744.1	145.6635995	-0.476615277	20
derlerisoyeur	25	0	863.7916667	251.111612	0.237738566	24
poupitaque	21	0.047619048	770.9	167.4153046	-0.223216272	20
prespacemance	22	0	895	200.0414957	0.177629197	21
agateau	19	0	755.7368421	95.57768342	-0.242316129	19
disprolée	24	0	886.2083333	219.443561	0.339590804	24
drachicoge	21	0	778	264.4953686	-0.345059735	21
seuvelsion	24	0.041666667	722.3043478	266.4832307	-0.316127528	23
trareubé	24	0.041666667	762.2173913	186.392537	-0.468377667	23
tacome	23	0	679.8695652	86.62998869	-0.812425108	23
macurconté	21	0	883.952381	238.2799774	0.26370784	21
ouvosait	23	0	762.826087	267.9176692	-0.179841991	23
jourmour	22	0	767.7727273	178.4200319	-0.270484363	22
prétutéchent	23	0.043478261	980.2727273	305.164621	0.749292636	22
gricembre	24	0.083333333	821.5909091	177.8015638	0.198784047	22
intre	24	0	684.125	142.4705347	-0.395375309	24
louble	23	0.086956522	824.6666667	213.6139821	0.147479867	21
faitudort	22	0	719.1818182	141.5487923	-0.465519389	22
couvint	25	0.16	889.25	250.6000956	0.401691293	20
alporté	24	0.083333333	744.8095238	129.3629078	-0.405534182	21
vre	23	0	677.4782609	139.2551189	-0.660277535	23
étraperdavit	25	0	891.2916667	274.0391085	0.469611726	24
fourpapoivec	22	0	741.5	235.8136371	-0.39683428	22
cougons	21	0	775.8095238	212.6973481	0.067922737	21
fainivers	24	0	753.2916667	208.7895714	-0.182379957	24
piervais	24	0	792.5	267.8003799	-0.152637445	24
ralandée	21	0	729.047619	122.9550634	-0.369448675	21
famolontre	23	0	734.6521739	224.2753196	-0.466986469	23
dilevant	23	0.043478261	786.0454545	188.8538052	-0.186393349	22
marnarieux	22	0	844.9	198.8702036	0.46879432	20
rila	22	0.090909091	816.45	273.7214248	-0.150194522	20
pipètencé	22	0	938.3809524	420.4953598	0.356633869	21
corerait	20	0	746.95	204.0648697	-0.14793127	20
vercrédoptuait	20	0	796.1	224.2672044	0.009252075	20
ationcrition	21	0	813.75	148.4374314	0.019703424	20
vieilmanseur	22	0	938.3	274.2597885	0.279054124	20
cateau	22	0.090909091	794.45	215.578408	-0.23569406	20
éléapa	23	0	789.7391304	181.8483927	-0.12813472	23
sermouradent	23	0.086956522	792.3809524	159.4940363	0.025166765	21
chroutre	23	0	709.5217391	126.2057734	-0.55081752	23
rupsirérer	24	0	814.1818182	170.27978	0.07111089	22
augase	21	0	673.8571429	78.01428441	-0.694194061	21
portachal	23	0	789.3913043	157.8329782	-0.152437209	23
battases	22	0	792.7727273	245.1774735	0.023996153	22
pargnais	22	0.045454545	833.5	217.4876887	0.190758103	20
sousuires	22	0.045454545	867.5238095	226.1828064	0.330763382	21
sautalger	25	0.04	766.0833333	182.118193	-0.353604567	24
parprotant	22	0.090909091	1036.35	362.8652461	0.874400691	20
sagnapaugeme	24	0	809.125	246.2468384	-0.026020941	24
creul	23	0.043478261	834.4545455	311.8996675	-0.096648414	22
oponvail	18	0	696.5555556	205.8798114	-0.52705157	18
maubianteurs	20	0.05	919.1052632	248.8930816	0.427036401	19
trontule	23	0	729.173913	126.4406624	-0.405857517	23
couboie	25	0.08	863.9565217	168.114268	0.10202216	23
précolite	24	0	894.875	309.0952171	0.348157857	24
litare	24	0.041666667	725.2272727	223.2224882	-0.481419216	22
dérecots	23	0.043478261	829	307.2748111	-0.078115051	22
sortipe	22	0.045454545	817.8571429	215.1026001	-0.157439717	21
displavansir	21	0	843.9047619	249.4872551	0.163148479	21
drigne	23	0	754.826087	112.0526062	-0.270478565	23
spira	21	0.047619048	809.3684211	189.399698	-0.074004993	19
patenique	24	0	1001.708333	354.7239563	0.57651592	24
barsait	21	0.142857143	831.1764706	138.3420739	-0.062238759	17
verpas	24	0.041666667	781.9565217	245.8304069	-0.080735731	23
fisaient	19	0.315789474	934.3846154	209.5091639	0.472170936	13
pasmélantre	24	0.041666667	846.8636364	292.2470083	0.110822658	22
cagocrarahui	23	0	801.4347826	287.7530232	-0.294990621	23
dicrefibe	21	0.047619048	805.2105263	247.7791532	-0.129881482	19
rétiglé	22	0.045454545	974.4285714	273.6133351	0.648225098	21
groc	19	0.210526316	785.6666667	157.1217302	0.068945283	15
évausais	23	0	805.4090909	192.0165318	-0.002444818	22
nobateurs	22	0	825.6363636	287.6010043	0.026227123	22
parcueil	25	0.04	783.5416667	152.0265935	0.033823036	24
grouillintasce	23	0	921.0952381	329.832822	0.44017517	21
mougnache	22	0	866.5909091	282.385191	0.065926885	22
roite	21	0.047619048	755.85	137.2167993	-0.080829641	20
infline	20	0.05	854	311.9166555	0.138954339	19
prestaprès	22	0	883.7727273	263.2060449	0.361300488	22
faudeme	21	0	708.8571429	138.4396207	-0.610410102	21
plaimier	23	0.130434783	971.9473684	272.456821	0.477695383	19
